NAS Well ID,County,State,Well Type,Spud Date,CompletionDate
364CD0FBE5D597D214A61C7F,County 2,State 2,Oil,17-03-2013,08-05-2013
39B7A8AFFDFAB68E9EABB586,County 2,State 2,Oil,01-04-2014,14-05-2014
F116897AEC65F38A30E95E36,County 2,State 2,Gas,12-11-2017,26-04-2018
5992395322705E67D76C0D62,County 2,State 2,Oil,12-09-2017,10-12-2017
6499D12032C5081CD9C4377E,County 2,State 2,Oil,05-05-2015,28-07-2015
2ED0200AF8C38944233F8B21,County 2,State 2,Gas,30-04-2016,23-08-2016
456957B80C173F0218104989,County 2,State 2,Oil,19-11-2009,09-04-2010
D8DDE8C63EC904AB00F21558,County 2,State 2,Gas,03-08-2010,03-01-2011
292B564D589B4A15B15468C8,County 2,State 2,Gas,22-03-2010,01-05-2012
AD0DE8509F730408262B6F08,County 2,State 2,Gas,31-01-2011,26-08-2011
5D118B89B55B2A9CDE9FB4FE,County 1,State 1,Gas,03-08-2014,11-11-2014
0D88010291C216592BFB894B,County 3,State 2,Gas,31-01-2011,26-08-2011
DD84B169C3F6354DF08B3010,County 2,State 2,Oil,07-11-2016,18-05-2017
3D5653F0BD763149DA226390,County 2,State 2,Oil,07-09-2015,06-12-2015
640658F258E204750E433DE0,County 1,State 1,Oil,26-01-2014,28-02-2014
6F195F8E7EE759076318C367,County 2,State 2,Gas,12-03-2006,05-05-2006
2703A586B3381AEA02D5891F,County 2,State 2,Oil,06-04-2010,01-12-2010
D3F1D895085A06F8EBCA1DC0,County 2,State 2,Oil,04-05-2007,16-06-2007
80EF7B3BF9B9D1DD89B4E948,County 1,State 1,Gas,15-09-2011,27-02-2014
C5D9901160CC065B4005521E,County 2,State 2,Gas,25-06-2009,22-10-2009
ACBE424FB4257EA737873920,County 2,State 2,Oil,03-08-2009,02-05-2010
F57D4317A8C38D1AC9CA4E26,County 2,State 2,Gas,22-06-2006,18-08-2006
42B3C755A64127FA50AA1010,County 3,State 2,Oil,18-10-2012,12-02-2013
780D71F53D7A8CB98919BE51,County 3,State 2,Oil,22-11-2013,22-01-2014
47ABD57D8BBAB730067D9C73,County 2,State 2,Oil,15-07-2015,25-11-2015
390D4C1EEA5EF6696AABFCF7,County 3,State 2,Oil,27-04-2014,26-08-2014
344571E27CAAFA32FF4B30A9,County 3,State 2,Oil,09-08-2012,29-10-2012
040D797E8383D3089FC6E0DC,County 3,State 2,Oil,26-10-2012,22-02-2013
146281B840B89A6E36BD19BC,County 3,State 2,Oil,09-04-2017,09-06-2017
8DB87029F29DABBBB9BE361A,County 3,State 2,Oil,21-04-2015,28-07-2015
B5594479B81534734A4E8E8C,County 3,State 2,Oil,12-12-2014,25-02-2015
FBA41940EDE2D934E2E6A08D,County 3,State 2,Oil,31-10-2011,09-03-2015
2B6E437452C5A97E9B1AA35A,County 2,State 2,Oil,04-07-2015,15-04-2016
BFC79874A337119F0E8C35EA,County 2,State 2,Oil,28-01-2012,24-04-2012
27A708EFCACDF840E6B6A549,County 3,State 2,Oil,08-09-2016,26-10-2016
E372EB4ED850D045D2CC19BD,County 2,State 2,Oil,21-08-2013,01-06-2014
24BA7C6AEC4600C73B1AAB29,County 2,State 2,Oil,13-11-2015,12-02-2016
0EE2B9519476E30E7E0D5E13,County 2,State 2,Oil,25-09-2015,03-02-2017
C97A6A124079DEC9490D8F1C,County 2,State 2,Gas,21-02-2007,11-05-2007
1E06AAB1F27C038FF81F237D,County 2,State 2,Oil,04-04-2013,21-05-2013
61A332B30D4DA1A3C0BF54BF,County 2,State 2,Oil,10-12-2014,12-03-2015
8AB7D9CBFF6059F89EDF6D0F,County 3,State 2,Oil,30-03-2015,26-07-2016
A608AFE0FFA3284E97E1AEF9,County 3,State 2,Oil,28-11-2016,16-01-2017
3B96C7DA8A601E353DA6252D,County 2,State 2,Oil,25-01-2014,09-07-2014
E27661C759C4DCDC215F6127,County 2,State 2,Oil,28-04-2014,14-08-2014
FDEF70125673DE3CBFB1ECF4,County 1,State 1,Gas,12-02-2016,01-10-2016
AF6663A896363A8C358FE932,County 2,State 2,Gas,09-03-2014,01-05-2014
99D0706534EB52D0A612653D,County 2,State 2,Oil,02-04-2011,28-06-2011
7A0FA0BD7C7CA3E522D25725,County 1,State 1,Gas,07-02-2013,25-03-2013
C61A6139DB53A934F100C32C,County 1,State 1,Gas,05-01-2016,20-07-2016
73E6FB8F104E6BD23BBA8245,County 1,State 1,Oil,10-06-2015,16-06-2016
F16C0E368AF110048B7AEB7C,County 1,State 1,Oil,05-02-2014,15-04-2014
3CA5A84F4DDD504A2F4DDD5C,County 3,State 2,Oil,08-12-2011,01-08-2012
4C0338B6EA354D440B4C1204,County 1,State 1,Gas,05-09-2013,11-11-2013
3D2A7EEC9A0519358E304EC9,County 2,State 2,Oil,16-11-2012,31-01-2013
88D1F2C73E46772E9C425F8F,County 1,State 1,Gas,27-03-2009,15-06-2009
40BD7ED8FC744DAC1FA8968E,County 2,State 2,Gas,22-12-2007,11-01-2008
9829ADEA29D16DE0DF944173,County 1,State 1,Oil,14-01-2015,01-07-2016
92F13763B6609A7AD31D0716,County 4,State 1,Oil,02-03-2017,10-06-2017
A56EE1ED8A7B55A8AB96F7E6,County 4,State 1,Gas,07-12-2009,28-02-2010
5A50C0F7FC9FCCA4B2203BD4,County 1,State 1,Gas,19-05-2015,12-08-2015
D63C11C0E82C0F818FEE4D2F,County 1,State 1,Oil,04-03-2015,01-07-2015
CD94D6DB4B896D866F5A74D2,County 1,State 1,Oil,17-08-2013,01-12-2013
BA48EE5DA5B84F13DC222E75,County 2,State 2,Gas,08-08-2010,24-06-2011
B1F7C255984B30BD6335B25C,County 3,State 2,Oil,04-07-2012,01-09-2012
CABDACA9A839E33BEDD8B540,County 2,State 2,Gas,29-08-2011,25-04-2012
A2AEE5229279D2823284AD6D,County 2,State 2,Oil,10-09-2014,25-10-2014
9C5E99B47CB397A54B54F4D2,County 2,State 2,Gas,15-09-2016,19-12-2016
41EA2C2181FC893864514A2D,County 3,State 2,Oil,15-09-2014,01-03-2015
D5392717EA95C8781AF60E08,County 2,State 2,Oil,09-07-2015,09-09-2015
C678267D8308EB7074BA1F05,County 1,State 1,Gas,25-03-2016,09-01-2017
E7ABA753D259F9EB01455DDB,County 2,State 2,Oil,04-06-2013,01-08-2013
44A38A086B01A191A3945805,County 2,State 2,Oil,22-12-2016,14-04-2017
778F4818BB41673DCD7C644E,County 2,State 2,Gas,08-11-2016,24-03-2017
638AFF4D82B6C986AE049767,County 2,State 2,Oil,25-06-2014,23-08-2014
A319D678594F7372FBB49213,County 2,State 2,Oil,10-05-2014,20-07-2014
000205E54DDF8BC751249089,County 2,State 2,Oil,28-05-2014,01-09-2014
31549B1B3BAF9DAD98B16AE7,County 3,State 2,Oil,13-08-2015,04-06-2016
3704F50C476CD182BF7BD8A8,County 3,State 2,Oil,01-09-2011,04-12-2011
7074D4C7CCDE7DA727606D53,County 2,State 2,Oil,08-06-2017,10-08-2017
D1818EE91A9BB78256B77EF3,County 2,State 2,Oil,21-05-2010,16-09-2010
327C99A47B650753635FFA5C,County 2,State 2,Oil,28-08-2009,01-12-2009
4E22EAF702ECA5C3FF395859,County 2,State 2,Gas,10-06-2006,01-11-2006
B3A0FD5A8B65BF51B591DEA6,County 2,State 2,Gas,18-07-2006,16-11-2006
2C0AF1C540A96E2F2E120672,County 2,State 2,Gas,20-01-2014,31-03-2014
AACD60E64AD5BF81A26E0FF7,County 2,State 2,Oil,23-02-2014,19-05-2014
276B2877DE4F21429F291AA5,County 2,State 2,Oil,10-10-2008,15-01-2009
779CC6D7DD04175A33CE2CBC,County 2,State 2,Oil,21-06-2011,10-08-2011
7C29E41E571D7E38885B74E1,County 1,State 1,Gas,14-01-2015,02-07-2015
6541A15C11CEA9267D57CC71,County 2,State 2,Oil,11-09-2016,20-10-2016
71E1C6276DBFC32326BA9E9A,County 2,State 2,Oil,14-03-2017,02-06-2017
0AB97DAC8D0A28F9CD21C02A,County 1,State 1,Oil,18-07-2014,10-09-2014
9EEBCFC3FD930A184F284C26,County 2,State 2,Oil,04-11-2012,07-01-2013
D5E1B986B5FADC66198C4FFD,County 2,State 2,Oil,31-01-2011,21-07-2012
13606F281F98B12B7C03CBFC,County 2,State 2,Oil,11-01-2011,06-06-2011
EB53EC39DEEA429DCBF28F4A,County 2,State 2,Oil,09-05-2012,13-06-2012
5EB716F33E64804112EC35FF,County 2,State 2,Oil,01-05-2013,22-06-2013
97CB80FA2EAD9DA8362DB1E2,County 1,State 1,Oil,14-10-2013,10-12-2013
4F7183FBE5EF4620F17892C4,County 2,State 2,Gas,28-02-2008,11-03-2008
F01CAD33583BE7F7A745E19F,County 3,State 2,Oil,23-11-2012,27-02-2013
F956E0C35ACDF057247CC0BD,County 2,State 2,Oil,08-05-2014,23-06-2014
8663715B06CB779C6A12D5F7,County 2,State 2,Gas,01-03-2010,18-05-2010
726F008C60EED1D428E21BD3,County 2,State 2,Oil,16-03-2013,01-05-2013
768CA912E8003FC6832BB6A3,County 2,State 2,Oil,27-02-2013,19-04-2013
25A623CB6D7524CA3F3F7E98,County 2,State 2,Oil,17-12-2013,12-02-2014
EA1266116979E42B4D694B81,County 2,State 2,Oil,12-06-2012,01-09-2012
E836D96DD551AD59045ABF4F,County 3,State 2,Oil,07-02-2011,15-05-2011
55175E80BBC7F562B1F0E7E8,County 2,State 2,Oil,15-04-2012,01-06-2012
E60EABF07B144B9A346DC406,County 2,State 2,Gas,23-03-2015,29-07-2015
3038E4D893AF5592C0C8F0F5,County 3,State 2,Oil,13-11-2017,20-04-2018
936D6B829704EFA0C0D5A9C0,County 1,State 1,Oil,22-06-2015,29-04-2016
281444F1D71D02A50F413737,County 2,State 2,Oil,13-12-2016,24-03-2017
1BCDCED4D82E1F8E8388B3D6,County 2,State 2,Oil,09-06-2015,29-09-2015
B745A0D61558A7C44E574BA5,County 3,State 2,Oil,18-08-2012,01-11-2012
0E6E6E083C7116FD77AB56CA,County 3,State 2,Oil,25-12-2016,17-08-2017
92C1330750A9CE82395DFC97,County 2,State 2,Gas,26-01-2004,07-03-2004
A88A154284C6CF8F548093D0,County 1,State 1,Gas,15-01-2014,23-02-2014
915C26D8470264C32F7313C9,County 1,State 1,Gas,30-11-2012,16-01-2013
46DD4B232F3D1D0C9AA2AB60,County 1,State 1,Gas,18-10-2015,22-06-2016
29FC2B07CFA9D45753D62B5E,County 2,State 2,Oil,01-08-2013,07-09-2013
36C042504271970AA0917F87,County 1,State 1,Gas,03-09-2013,22-10-2013
C3E84CEA3A3D25E05ED76741,County 4,State 1,Oil,28-12-2015,17-03-2016
E9209B264A726A0E43745967,County 2,State 2,Oil,24-03-2017,28-05-2017
41B566D7A18FBFAD627EC320,County 2,State 2,Oil,08-09-2017,14-02-2018
C487E60D861CC55FC8E36B0D,County 3,State 2,Oil,24-09-2013,11-11-2013
095AD08F9F8FCBA009357C4F,County 3,State 2,Oil,15-08-2010,05-01-2011
9B111D3E054AB8631BB263D4,County 3,State 2,Oil,31-08-2012,19-10-2014
E90AB2974DED816D30853B9E,County 2,State 2,Oil,12-12-2015,30-06-2016
5C2B6C7BF6AD6A35E9EAF65D,County 2,State 2,Oil,19-06-2013,02-08-2013
183B746FFE1A3AA8883F9065,County 3,State 2,Oil,24-08-2017,16-11-2017
36799784A4F2E9502B91F919,County 2,State 2,Oil,13-04-2012,01-08-2012
6159A2E0FE75FD14312F7874,County 2,State 2,Oil,30-07-2012,03-12-2012
0815BF70AA1F16C477717233,County 2,State 2,Gas,31-07-2012,04-10-2012
138D9AB84F94296299E282D0,County 3,State 2,Oil,02-05-2014,18-07-2014
47C5610A0533205C94F45FD4,County 2,State 2,Oil,05-06-2014,25-07-2014
2E9E275C235101BA1801C3F0,County 2,State 2,Oil,22-08-2013,24-12-2013
76CA896F4ED7C85805C8DF4F,County 2,State 2,Oil,25-10-2014,18-01-2015
1F4C739B30B64BC11C395DFE,County 2,State 2,Oil,24-05-2014,03-10-2014
DF23D3D9B2DEC23F84E343D2,County 3,State 2,Oil,16-09-2013,09-02-2014
CBAEE4464473D6AAB604732E,County 2,State 2,Oil,12-06-2014,12-09-2014
4C1D1F211723DC28010D3339,County 3,State 2,Oil,28-10-2009,31-01-2010
7FA05783CCCF2535EC26D656,County 3,State 2,Oil,21-07-2014,31-03-2016
DC533067B1ABBD6CD3EE7DA0,County 3,State 2,Oil,21-01-2017,14-03-2017
124984B0017397F675A365C5,County 3,State 2,Oil,20-06-2014,14-08-2014
F77EFA82CA3C480540D839DD,County 3,State 2,Oil,17-12-2013,05-04-2014
4E58BC980C77743C90C5F6D4,County 2,State 2,Oil,10-07-2012,01-11-2012
D781A7D7D43A572BFF9E7CAB,County 3,State 2,Gas,11-07-2011,18-04-2012
4EAD9AB22A4A4EAB0D0C27FA,County 2,State 2,Oil,23-01-2015,26-03-2015
D34C82E5DDEB17FAF343D614,County 2,State 2,Gas,21-09-2015,08-01-2016
A1C0E6A18238491F2943613A,County 2,State 2,Oil,03-12-2015,04-06-2016
F298E4D2B81632FF581CBB7B,County 3,State 2,Oil,18-04-2011,25-08-2011
3D637EBE19348E4B36D69396,County 3,State 2,Oil,19-06-2013,01-08-2013
0E6C217B2775794AF86FAA42,County 1,State 1,Gas,11-08-2013,24-09-2013
A46C774E36E3E66F21DDB3A9,County 2,State 2,Oil,28-04-2014,01-09-2014
361999416A186DED2010ED4C,County 2,State 2,Oil,27-06-2014,09-09-2014
76A94D61F2C2D057CF3B8613,County 2,State 2,Oil,10-12-2014,01-03-2015
26E335BF7AAD531FBEDAA2D3,County 3,State 2,Oil,10-02-2015,13-05-2015
AEACC91ED2674F4E3141A694,County 3,State 2,Oil,30-05-2016,11-09-2016
4A9D1D938B053B21FCDDADF3,County 2,State 2,Gas,26-03-2017,27-06-2017
739FD865F2F8E80072C87D44,County 3,State 2,Gas,14-09-2015,21-09-2017
DDB00D4AE9F98E192B2B860A,County 3,State 2,Oil,31-12-2017,16-02-2018
1DAF4AD5B7A465FAFF23A0F9,County 3,State 2,Oil,13-05-2008,09-11-2008
968AE155864B5262D5F69C58,County 3,State 2,Oil,01-10-2013,01-11-2013
55FCE4760BE86825B809F5FB,County 3,State 2,Gas,31-01-2011,30-11-2011
355E9A987292B59E1FA1D81D,County 3,State 2,Oil,30-01-2011,02-06-2011
B818AB49AAD2B954E299DA69,County 3,State 2,Oil,08-03-2013,01-11-2013
753E02872D2C92AC2C291188,County 3,State 2,Oil,04-04-2012,17-09-2012
CB80A6714DD51239021754D5,County 3,State 2,Oil,04-05-2014,01-10-2014
25EA699D4EC284B8BCA2D46A,County 3,State 2,Oil,01-01-2011,09-03-2011
63262565CAF7574A7C8CAFCA,County 3,State 2,Oil,11-07-2013,19-09-2013
299A21C4458C4AFF8A85C1E4,County 3,State 2,Oil,25-09-2016,16-01-2017
0BE4D685F71F59026791EF95,County 3,State 2,Oil,25-06-2015,03-10-2015
FD56425DBBF8DE513AC77C79,County 3,State 2,Oil,29-11-2016,28-09-2017
822B75C0D0BF655D40F75D20,County 3,State 2,Oil,08-08-2017,28-11-2017
6CFD18D0E5650829C307CD32,County 1,State 1,Oil,19-12-2016,01-01-2018
D7158D5BFA823C75D0B41080,County 1,State 1,Gas,09-03-2017,01-08-2017
7EB41A10DE28EDF65C8BF04C,County 4,State 1,Oil,14-03-2017,16-06-2017
B7C0C129B2449E240A968C1F,County 1,State 1,Gas,31-08-2017,25-11-2017
04C984189FDEF1D4D59E6E16,County 1,State 1,Gas,25-03-2015,14-01-2017
F9F57C10CC7C731897BB6D6B,County 1,State 1,Gas,24-03-2016,13-02-2017
73A44D42A9F4A20C1A18CEA8,County 1,State 1,Oil,24-12-2016,20-12-2017
D168ADAEADF4CCB4ECB4182A,County 1,State 1,Gas,25-02-2017,15-05-2017
AD4D03151C70903EBE734D8C,County 4,State 1,Oil,03-12-2016,30-04-2017
A3AD63A0FF4CD75D51518252,County 1,State 1,Gas,03-07-2013,29-08-2013
B018E235C9A903A11F8D4C09,County 1,State 1,Gas,24-10-2016,16-12-2016
5B1FA6A2DE8A968A3487D71A,County 1,State 1,Oil,30-12-2016,22-05-2017
D4B696831685825062481C28,County 1,State 1,Oil,25-07-2017,08-06-2018
81B3DA3B96E0E8CCB271EDD7,County 1,State 1,Gas,07-01-2015,01-03-2016
CDCAEDC2C4F0FDDEED85D675,County 1,State 1,Oil,25-10-2016,13-02-2018
777448F5824E2329531D97A5,County 3,State 2,Oil,31-03-2013,04-07-2013
E5F633F6F910B6C5F0EC8D44,County 3,State 2,Oil,30-06-2013,01-11-2013
FBBF5E9B37A1149C173E3A9E,County 3,State 2,Oil,24-06-2014,23-08-2014
CA2B3402D8ECA6A593494D52,County 3,State 2,Oil,26-09-2013,01-03-2015
C25B68115BA0992593525BE6,County 1,State 1,Gas,28-08-2014,26-11-2014
2DA4C89E830CD96AA092FFE5,County 1,State 1,Gas,07-01-2017,01-12-2018
ADC312B4278985457C52671C,County 3,State 2,Oil,30-09-2017,23-12-2017
AF50232E44CB8FD921C22072,County 3,State 2,Oil,21-12-2004,01-04-2006
513DFD5BDD8D97F248D34EE4,County 1,State 1,Gas,03-06-2014,10-09-2014
6B9428CCC5A3864318B2D791,County 2,State 2,Gas,14-10-2010,01-04-2011
7BD69B7DF74F6F13EB89A5DA,County 1,State 1,Gas,25-08-2015,16-12-2016
9B2294EBF503A996E64A7AAB,County 4,State 1,Gas,14-06-2017,01-07-2018
D93975D936C54CE65F8BA50C,County 4,State 1,Oil,15-04-2009,02-11-2009
77842FE0C736690A15CBAE0A,County 1,State 1,Oil,18-01-2014,23-02-2014
2813EC7B28F324B73572BF8D,County 1,State 1,Gas,29-10-2013,16-01-2014
22294F8B0EEC507F1D5E8872,County 1,State 1,Gas,23-10-2016,21-01-2017
7D46D0EE98041D961D4AF351,County 4,State 1,Gas,12-08-2001,01-10-2001
CC37B9C0082DABFAE6D2B066,County 2,State 2,Gas,23-04-2004,11-10-2004
EB3CA39425D741DDC8B12686,County 1,State 1,Gas,04-12-2012,24-02-2013
DEFF49542685C89A107739B2,County 2,State 2,Gas,19-10-2008,11-11-2008
51A74BC1AECAE1612B08365F,County 1,State 1,Gas,06-03-2014,14-05-2014
2D08B090CDE157F255352EFB,County 4,State 1,Oil,20-02-2015,22-05-2015
24E6D25B67D9DB36BBF50F91,County 1,State 1,Gas,01-12-2016,04-02-2017
478B6485E27CE952DCC3B6DD,County 1,State 1,Gas,19-02-2015,10-06-2015
3E2DC34BCBCFB564EAE3A905,County 3,State 2,Oil,20-06-2012,13-11-2012
C7CEBE3256AABD45B10B5A5F,County 1,State 1,Gas,01-09-2013,13-10-2013
95ABD79A8EA2B6BCA881653F,County 1,State 1,Gas,02-05-2008,01-10-2008
7389372770C78CDFB152A79D,County 1,State 1,Oil,29-07-2013,04-09-2013
6E0539DAF3830EB4E3F5B055,County 1,State 1,Gas,18-05-2012,19-08-2012
180120B37D3CC4A51A697E32,County 1,State 1,Gas,14-03-2014,01-07-2014
7355B3D8E82D54FEBB4A6FE0,County 1,State 1,Gas,07-06-2015,19-08-2015
407385A3CFB9C98D0B9EAF86,County 1,State 1,Gas,01-03-2014,01-09-2014
FD720086780A95098C3AAC1B,County 2,State 2,Gas,04-12-2006,05-04-2007
C19B425F525DA148AF37BA3B,County 1,State 1,Gas,01-06-2014,10-07-2014
A9D2E371E78410A312BC2122,County 1,State 1,Gas,02-01-2012,14-02-2012
4C362F1D82033905064C3B79,County 1,State 1,Gas,23-01-2014,13-05-2014
E7D2245F1D21563401CE1735,County 1,State 1,Gas,10-01-2016,01-07-2016
EA39A7DB197900B3D9AB76B9,County 3,State 2,Oil,26-12-2010,28-03-2011
7C503C28F93F76C006362086,County 3,State 2,Oil,20-07-2010,25-10-2010
4CF8AC082906FEFF75AD7797,County 4,State 1,Oil,12-09-2015,12-02-2016
D6EBEE111810ABA55356B22D,County 2,State 2,Oil,12-01-2018,01-07-2018
6DD9F14F0911BB01C6CADCB6,County 2,State 2,Oil,19-02-2018,07-07-2018
6A9D7CCD841009C0C6089562,County 2,State 2,Oil,17-12-2017,03-10-2018
F7C24F2F06A8B6D69DB180C7,County 2,State 2,Oil,08-02-2018,06-06-2018
146417C96068AE88BD2CB16A,County 2,State 2,Oil,10-01-2018,01-07-2018
CEB112556A0026E488E374F9,County 2,State 2,Oil,07-02-2018,19-06-2018
D3A90C7A08F818AE280BF530,County 1,State 1,Gas,01-07-2017,01-09-2018
CDAD3DDA33445F0DDD621870,County 2,State 2,Oil,11-01-2018,18-08-2018
F1A02A903E83C7EED66E9699,County 2,State 2,Oil,06-01-2018,13-05-2018
BE5D3E3B9A17C4C4C3D5F7C7,County 4,State 1,Oil,03-06-2017,26-03-2018
244E6AA6F80CDA76C583DC3C,County 3,State 2,Oil,06-04-2018,15-10-2018
C92F8B13707CC16724858DD9,County 1,State 1,Gas,19-04-2018,06-12-2018
18FFE4904CE1100AD01AAB4F,County 1,State 1,Oil,29-04-2018,23-10-2018
F5EE9D91666D362784C842A3,County 1,State 1,Gas,25-04-2018,11-10-2018
8BE331FECA831CB862048270,County 1,State 1,Oil,24-04-2018,21-10-2018
D8CE983F95BC05876BA629BF,County 4,State 1,Oil,11-06-2018,18-11-2018
700204EC5D7AC01587ECEF61,County 3,State 2,Oil,16-01-2013,01-04-2013
2B3E854B51277B1F0598A8ED,County 1,State 1,Oil,06-12-2013,17-02-2014
1DDE504A720426A22B06D9D6,County 2,State 2,Oil,18-04-2013,29-10-2013
DA7BD98505CF3778B6CD4EF0,County 3,State 2,Oil,17-10-2012,02-04-2013
DA8704CF48F9FFFCDCD2AB6C,County 2,State 2,Oil,07-06-2015,22-08-2015
968EA6C8AF2E565766CD0EBE,County 3,State 2,Oil,28-01-2016,24-06-2016
F340C4D92FFC8059FFE84852,County 2,State 2,Gas,22-03-2015,29-05-2015
1C51E9EC404D9BEECA12C3EC,County 2,State 2,Gas,26-02-2015,01-05-2015
F0CE71ABAB099C8E5CF679CF,County 2,State 2,Oil,29-03-2015,21-07-2015
3A85E40194DF4824AA387390,County 2,State 2,Oil,23-02-2017,23-06-2017
8AED25EEC0ACE444FA09F98B,County 2,State 2,Oil,23-06-2015,13-11-2015
84533346313D820103A2D9DA,County 2,State 2,Oil,26-10-2014,23-12-2014
FB3E43EB36A778E4D2F6BEAA,County 3,State 2,Oil,30-11-2017,05-03-2018
02E7F5E8AECDCF15F0EB86F6,County 3,State 2,Oil,27-01-2016,04-07-2017
910827EC77CD7DF59FC5965E,County 3,State 2,Oil,28-03-2010,27-05-2010
CAF3280592E5EFED7AB4E34F,County 3,State 2,Oil,17-11-2014,14-03-2015
EA5C055911C85547BF204460,County 3,State 2,Oil,24-02-2015,11-05-2015
3D0939232FA1E712DA9E2164,County 3,State 2,Oil,25-11-2015,21-06-2016
2BD81DF976C519DF909744A0,County 3,State 2,Oil,01-08-2009,01-11-2009
F094A32AC484E23BEF357EFE,County 3,State 2,Oil,23-03-2015,13-06-2015
90FA9214B90A11937BCDF5C1,County 3,State 2,Oil,12-08-2014,03-01-2015
78D79D23E5D4E28F6238A3D6,County 3,State 2,Oil,25-01-2013,04-04-2013
92E55498FE43BBB5ACBED69A,County 3,State 2,Oil,29-03-2003,25-06-2003
DFDFB857D9CEBEAEC9CFC43D,County 1,State 1,Gas,06-07-2016,01-05-2017
C6939A50FE4DE57921DD924A,County 1,State 1,Oil,03-05-2015,05-06-2015
BF089FDF9090E89E15ADD5C0,County 1,State 1,Gas,07-01-2015,07-03-2015
0531C62A50F5E835ED955979,County 1,State 1,Gas,23-07-2012,15-10-2012
80DB39A17867C3EDD4931281,County 3,State 2,Oil,26-04-2014,18-08-2014
906A240079499F53DBFAF170,County 3,State 2,Oil,31-08-2014,09-01-2015
FD883CC2E6E90A085D4582CE,County 3,State 2,Oil,30-06-2007,01-11-2008
EE215897A7A207402B10F659,County 1,State 1,Gas,19-12-2013,17-03-2014
BC9AD9950243186157BEEDD4,County 2,State 2,Gas,31-01-2009,10-07-2009
3B78E49A507BB0055ED13324,County 1,State 1,Gas,21-10-2016,27-12-2017
7E38DD5F08D061E6F63793B1,County 1,State 1,Gas,08-01-2013,01-04-2013
A5CD57E843C57FD17C7E2B58,County 1,State 1,Gas,21-12-2016,24-03-2017
C48D80CC1566EC19077690EC,County 1,State 1,Gas,18-05-2017,20-12-2017
55BEEF7783ED189F8F5DCEE0,County 1,State 1,Gas,15-05-2017,08-08-2017
167BEC18FD7F8689BCEB3BBA,County 1,State 1,Gas,26-05-2017,01-08-2017
53A058FC362F712CEC7731FA,County 4,State 1,Oil,28-03-2017,28-06-2017
1FEBE602193F68EB71ED7BA8,County 1,State 1,Gas,22-07-2017,29-11-2017
54327C0617F25E536E92C538,County 1,State 1,Gas,05-04-2017,10-07-2017
300B9BC509BDA695E4954165,County 1,State 1,Oil,04-07-2017,23-08-2017
2A2D090D4EFC6FE858A20260,County 1,State 1,Oil,13-04-2017,13-02-2018
5981B73AE4454555A57C671A,County 1,State 1,Oil,19-01-2017,10-02-2018
EB5341B888E3AF878FCA67B1,County 1,State 1,Gas,17-07-2017,21-09-2017
29FDFAFDEAB2ED6352B905B6,County 1,State 1,Oil,16-05-2017,14-10-2017
A87D99E339F6D87ED2910044,County 1,State 1,Oil,23-05-2017,22-08-2017
5F500131348B5B090DA807B4,County 1,State 1,Oil,16-03-2017,13-02-2018
BA96B1900993E94C61A37EA5,County 1,State 1,Oil,02-08-2017,18-10-2017
9004A6E403C6B2F3AE9E42FE,County 1,State 1,Oil,08-07-2017,08-06-2018
0A891928AA501298D76568AA,County 1,State 1,Oil,16-07-2017,08-06-2018
6A8F0F0A216EBB746491B25A,County 1,State 1,Gas,20-06-2017,15-09-2017
BDD7F268E34E0E0887BDA0A4,County 3,State 2,Oil,29-11-2012,01-01-2013
0C25E26E9550E2B3AE23FADA,County 3,State 2,Oil,01-12-2012,15-03-2013
3E30F502F8C37AF4F78134A6,County 3,State 2,Gas,07-04-1996,16-03-2011
712F50A2039143833327804B,County 4,State 1,Gas,27-02-2005,15-08-2005
1B071A9CD56C04C876312C8B,County 3,State 2,Oil,27-10-2016,18-02-2017
1729425A7F00D293A49B3DD0,County 4,State 1,Gas,18-04-2017,25-10-2017
DB618485C76071F01F682763,County 3,State 2,Oil,23-10-1997,29-01-2009
A17BFB15BE48D68AFC5C27F8,County 3,State 2,Oil,07-10-2004,02-03-2005
1A8AA35D7684CE04E0D96EC1,County 1,State 1,Gas,24-12-2015,22-07-2016
E51C0E5B3F6C51C4FCB80523,County 3,State 2,Oil,04-04-2013,06-06-2013
931BF4F074D8A88F83D13AB1,County 4,State 1,Oil,20-08-2016,29-10-2016
8AF53F267D9AC516558D5CC0,County 4,State 1,Oil,13-03-2015,11-06-2015
6799DEF63C44365AE5F40C8D,County 1,State 1,Gas,23-12-2016,07-03-2017
7FAB6FC27652C0681C7C37DA,County 1,State 1,Oil,15-08-2015,16-10-2015
9A06D83BA2DF3C013304BD57,County 1,State 1,Gas,10-09-2011,24-01-2012
4CF9876C114C1610BF62442D,County 1,State 1,Gas,17-05-2015,16-01-2017
8B2FAA8DC1240067806C286C,County 4,State 1,Gas,06-05-2001,12-09-2001
F0FD660F270A814938C7B935,County 1,State 1,Gas,02-05-2013,16-06-2013
A48736F95DFFF3E278616386,County 1,State 1,Gas,17-09-2008,28-02-2009
B41DE6BFC3CD5E48F016988E,County 3,State 2,Oil,18-09-2012,14-01-2013
84C4B379F10174E71A18F19D,County 4,State 1,Oil,24-09-2016,23-06-2017
6CE75631803394AE08B07EDC,County 4,State 1,Oil,02-07-2016,02-09-2016
2B361E2D035F685FA49A514D,County 1,State 1,Gas,30-10-2010,01-07-2012
